5,"Great, Reliable SUV! Love it & buying a 2nd!",TheHeinels ,06/13/2016,5,3,4,,,5,5,4,4,,,"Purchased this suv with 60000 miles on it, one owner. Currently has 140,000 miles and no major issues! It has been absolutely fantastic with upkeep (just brakes, oil changes and other routine maintenance). Nitro gets great gas mileage for an SUV (avg around 22mi/gallon combined city/hwy & I live in the mountains). Great snow driving vehicle, though I would prefer a 4-low option on the all wheel drive (it just offers 4 high). Biggest downfall was the radio, which stopped working after one year (easy to replace with aftermarket radio & speakers are still great), the cheaper plastic interior pieces which have taken quite a beating from my dogs (scratches, scuffs etc), and the low front end clearance due to plastic bumper, which really limits off road capabilities.  Overall, it's been a great vehicle and we're looking to add a second one to our family!",,
5,Very dependable,Jackie ,01/02/2016,5,5,5,,,5,4,5,4,,,I have had my Nitro for 8 years.Replaced front brakes once and water pump once . Other than regular oil changes no problems.Good investment. Paid for for several years. Think I'll keep it. Life time warranty.,,
3.125,Idiling problems,plank3 ,12/18/2014,,,3,3,4,3,,3,3,3,3,First vehicle that I bought brand new.  The first three years were great but now the truck will stall when idling. I have taken the vehicle back to the dealership for service but the problem cannot be reproduce.  Only have 70k on it.  Any suggestions?,Like the cargo space and ease of loading.,
4.125,reliable suv,montreal7 ,05/29/2013,,,3,4,5,5,,4,3,5,4,"got it from new.had 100k miles and only water pump replaced. other was oil and brakes.the tail gate light switch issue is standart on this truck and i got the problem.i just disconnect the switch and go.In snow the control is the best I never see.so very reliable, fair driving and power, very good tractiion control,but cheap interior plastic. the center console was too big leaving less room for nothing.trunk wideness a little small,you could not put a plywood sheet.if the interior plastic was better quality and the console smaler i will give a 9 on 10 ..go ahead, you will like it.",realibility,smaller center console and better interior plastic.
5,IN LOVE WITH MY NITRO,mylesmommy ,08/22/2012,,,5,5,5,5,,5,5,5,5,I fell in love with the Nitor at first sight and I havent had any big issues since I ourchased it brand new in 2008. I only have one child so I didn't need anything huge but I didnt want a golf ball this is perfect the gas milage is pretty good for an SUV. Its very fun to drive as it sits a little higher than other SUV's of the same size. I was in the army so off road diriving comes natural to me and my Nitro conforms to my semi wild life style. I wouldn't trade it for the world. ,I love the sound system and my moon roof. ,
5,Great truck for the buck!,beach4321 ,08/04/2012,,,5,5,5,5,,5,5,5,5,"I have had my Nitro for going on four years now. I bought it with less than 10,000 miles on it and now going on 60,000. I love my Nitro! It has been a very dependable truck with little to no problems. Lots of room for traveling and hauling. I think it is the wisest choice in a vehicle when looking for something affordable and dependable. My friend just bought the same truck and she loves hers, as well.","Chrome gear shift, volume and radio controls on steering wheel, XM satelite radio capable, lots of room in the back seat, plenty of room for luggage or hauling, middle console for lots of storage.",
4.25,Awesome Ride ... I Would Recommend,bluenitroqueen ,05/06/2012,,,3,4,4,4,,5,5,4,5,"I've had my 2008 Blue Nitro for almost 2 weeks, It is an investment for me cause I hadn't had a payment on a vehicle in almost 6 months. I had a Red Jeep Liberty Limited 2002 that I paid off in January and was so glad to see it go. I had nothing ,but problems from the Liberty during the last 3 months I had it. When I saw the Electric Blue Nitro on~ line I wanted one. I set my mind to it and finally ran across one (that was blue with low mileage) and purchased it with no problem. The sound system is also a plus and I have sirius satelite radio for 3 months at no extra charge. Anyway check it out for yourself if you wanna' know ... go test drive one.",Sound system and Electric Blue Color of My Nitro !,Try leather seats vs. cloth 
4.75,Nickie's Nitro: I Luv My Truk!,gabroad ,01/17/2011,,,5,5,5,5,,4,4,5,5,"Bought my used Nitro 6 months ago and still in love with it. I drive alot; have already added 22k miles and it's still going strong. Though not too pleased with the quality of the cloth interior (seats will pick up water stains); I threw on some seat covers and kept it movin... Plan to invest in new seat coverings this summer. Overall, I am very happy with my truck and love its sporty look, spacious interior, easy handling and fair gas mileage. ","Exterior body, interior design, easy handling & fair gas mileage.",Higher quality seat & floor covering!
4.875,Best Car I have ever owned.,Jay Macke ,09/24/2010,,,5,5,5,5,,5,5,4,5,"My 2008 Nitro is the best car I have ever had. It is a company vehicle and the reliability and performance have been outstanding. I have 98,000 miles on the car and the only maintaince I have had to do is the scheduled oil changes. Still has original brakes and tires. The ride and handling are excellent. Wonderful car. I will purchase another one in 2011.","The ride, look of the car and the reliability and durability of the car itself.","No improvements, keep the car as it is. A real winner!"
4.25,Perfect,customerjoe ,06/16/2010,,,4,5,4,5,,4,4,3,5,"I love this vehicle, never had any problems and always get compliments on the look of it, also great in snow.","Traction control, true 4x4",maybe start offering a hemi option?
4.875,Nice ride,Charles ,06/15/2010,,,5,5,5,5,,4,5,5,5,"It's been a great car for the wife to drive, in fact I even enjoy driving too.",Looks,"Use lower rear end gears with the 6 speed manual transmission, the 3.21 gears are to high when driving loaded over the Continental divide."
2.75,I had better,484385756 ,04/02/2010,,,4,4,1,1,,3,4,3,2,"I purchased my nitro brand new since i bought it, it has given me nothing but problems. in the past year i have taken it to the dealership 8 times and that's not including regular maintenance. I have been driving the engine turned off, or  if i come to a stop and then press the gas to go the engine just revs and then slams into gear. i do not recommend this car to anyone.",,
4.625,In Love with my Nitro,GLo ,02/02/2010,,,5,5,5,5,,5,5,2,5,"Bought my Nitro used and absolutely in love with it. I've owned it for a month now and still can't wait to just get in it and drive. Mine has the 3.7 liter which will throw your head back when the pedal is pressed, but will make your heart stop when you see the gas gauge drop. Not used to the MPG for an SUV as I've always owned a car. The Nitro is great for long trips. Plenty of room for passengers and luggage. Just an all around great vehicle. Love my Nitro!",Everything about it. Constantly get compliments on how good it looks. ,"Nothing, they are great the way they are. Just keep making them!"
3.125,Do NOT buy thisTruck,CJ621 ,12/17/2009,,,4,2,1,3,,4,4,3,4,"My Nitro has had problems from the get go. 2 months after purchase the d/s door lock literally fell apart. The truck is lock & unlocked with the remote?? The gas tank now spews gas when filled. Dealer said it was a ""defect"" but we are no looking at a total of 3 days in service and they REFUSE to offer me a loaner!! This is a SAFETY issue. The fuel filler neck needs to be replaced. I was also informed that the radio has to be replaced as well...This truck is 16 months old! With ALL issues its a total of 5-6 days in service and NO help with a loaner. They are, bit by bit rebuilding this truck...EVERYTHING is a ""defect"" Worse vehicle I have ever owned! Do not recommend",Appearance,Dodge itself needs improvements
